desc_1,desc_2,desc_3,desc_4,desc_5,desc_6,desc_7,desc_8,desc_9,desc_10,pres_1,pres_2,pres_3,pres_4,pres_5,pres_6,pres_7,pres_8,pres_9,pres_10,black_1,black_2,black_3,black_4,trans_1,trans_2,trans_3,trans_4,fat_1,fat_2,fat_3,fat_4,police_1,police_2,police_3,police_4,lawyers_1,lawyers_2,lawyers_3,lawyers_4,business_1,business_2,business_3,business_4,prostitutes_1,prostitutes_2,prostitutes_3,prostitutes_4,dealers_1,dealers_2,dealers_3,dealers_4,blind_1,blind_2,blind_3,blind_4,deaf_1,deaf_2,deaf_3,deaf_4,therm_1,therm_2,therm_3,therm_4,therm_5,therm_6,therm_7,therm_8,therm_9,therm_10,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,age,gender,race,conservative,democrat
63,75,61,11,48,47,90,96,20,21,0,0,0,50,25,0,0,51,0,0,6,4,4,4,4,4,4,3,5,4,5,4,6,5,5,5,6,4,4,4,6,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,6,5,5,5,100,100,97,5,1,1,51,25,100,100,17,15,15,15,15,15,35,female,white,2,6
69,82,69,52,50,33,100,100,7,26,0,1,1,1,1,1,100,100,1,1,3,2,3,2,6,5,5,5,6,4,4,4,5,3,3,4,5,5,5,5,6,6,2,2,5,4,5,5,6,5,4,5,6,4,3,3,6,6,4,5,1,1,17,1,18,1,45,100,1,1,17,16,19,17,16,20,36,female,white,4,4
54,72,46,59,14,25,73,81,29,30,75,60,64,62,6,13,69,87,7,11,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,1,1,1,1,7,7,7,7,2,2,2,2,1,1,1,1,42,32,55,46,63,73,1,0,90,90,19,19,19,17,18,18,24,Female,White,5,3
35,60,65,40,50,50,65,80,10,10,25,30,60,30,35,50,75,80,5,5,7,5,5,5,4,3,4,4,5,4,5,6,4,3,4,3,6,3,3,4,3,3,2,3,4,3,3,3,2,4,5,5,2,2,2,2,3,2,3,3,100,81,34,100,90,91,14,1,100,100,21,17,20,21,21,21,25,Male,White,4,4
50,70,20,40,30,80,41,65,15,10,50,31,34,41,60,30,45,80,20,14,3,2,2,2,3,2,2,2,3,1,1,1,4,2,2,2,4,2,2,3,4,2,2,2,2,4,4,3,4,3,3,3,4,1,1,1,4,1,1,1,88,98,87,81,71,79,53,1,100,100,20,18,18,18,18,19,28,Female,White,4,4
15,20,15,15,70,18,25,90,1,1,5,5,1,5,20,25,15,95,1,1,6,1,6,6,6,2,6,6,6,2,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,7,6,6,6,1,6,6,6,1,6,6,91,92,91,93,64,92,29,1,93,93,16,15,16,16,18,18,58,male,Caucasian,3,6
62,58,40,73,23,44,33,55,49,51,67,56,63,66,68,47,60,55,49,38,3,4,5,5,4,3,4,4,2,3,4,4,3,3,5,4,4,3,4,5,3,3,5,4,4,3,4,5,3,2,5,5,3,4,5,5,3,5,2,5,69,63,47,48,59,40,58,59,28,74,17,18,16,19,19,19,25,male,white,6,5
13,28,41,33,50,54,18,6,80,90,71,26,7,76,16,34,85,98,4,11,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,93,100,100,86,86,100,13,13,100,100,19,19,19,16,16,19,30,female,white,1,7
37,37,27,61,92,63,67,100,0,0,12,21,8,23,62,87,49,100,0,0,7,5,7,7,7,6,7,7,7,6,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,54,51,54,62,49,54,31,0,95,92,20,19,21,19,18,20,42,female,chinese,4,4
47,89,89,15,92,50,92,77,45,50,51,68,53,63,53,63,95,95,14,72,1,1,1,1,1,1,5,2,2,1,2,1,1,1,1,1,3,3,3,3,1,1,1,1,2,2,2,2,1,5,1,1,2,1,1,1,1,1,1,1,97,98,62,78,53,87,48,1,98,100,18,18,18,18,18,18,33,female,white,4,4
30,31,23,36,8,9,34,81,0,0,0,0,10,53,0,22,10,50,0,0,2,2,2,2,3,3,3,3,4,4,4,4,3,3,3,3,7,7,7,7,3,3,3,3,6,6,6,6,4,4,4,4,7,7,7,7,4,4,4,4,93,100,29,4,10,8,0,3,100,100,16,16,15,15,16,18,33,female,white,2,7
20,70,62,50,80,50,40,70,5,5,20,10,50,90,80,20,10,50,0,0,2,2,1,2,2,1,1,1,6,6,6,6,5,5,5,4,6,6,6,6,2,2,2,2,1,2,1,2,5,6,4,6,1,1,1,1,1,1,1,1,95,95,17,8,6,77,100,12,100,100,21,19,21,19,21,21,35,Male,White,4,4
25,84,23,24,55,65,80,95,1,1,20,84,11,20,62,65,60,97,1,1,5,3,4,5,1,7,2,6,3,2,2,2,2,2,3,3,7,7,7,7,7,7,7,7,3,5,5,5,2,2,3,4,3,2,2,2,1,1,1,3,92,27,82,95,58,38,27,1,100,100,19,19,19,19,19,19,58,female,white,5,3
40,50,30,30,80,44,60,50,10,10,0,0,0,70,5,0,20,20,0,0,1,1,1,1,2,1,1,1,1,1,1,1,6,6,6,6,3,1,2,2,5,5,3,3,3,2,2,3,3,2,2,2,3,4,4,4,2,4,3,3,98,57,52,22,71,45,52,52,70,53,15,15,15,15,15,15,40,female,african american,2,7
50,70,70,80,25,40,50,50,5,5,0,0,0,0,0,0,50,100,0,0,6,6,6,6,6,5,5,5,6,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,5,3,3,3,7,6,6,6,4,2,2,2,4,2,2,2,0,4,0,0,0,0,100,100,0,0,19,19,20,20,19,20,24,Male,Native American,3,5
29,49,62,20,70,5,86,88,7,8,0,0,0,41,20,13,0,16,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,47,8,8,0,0,0,0,15,15,15,15,15,15,26,woman,white,1,7
66,29,58,39,48,46,40,53,31,62,40,46,30,70,35,42,63,46,57,53,4,3,4,5,3,4,5,4,5,3,5,5,2,3,3,5,5,4,3,3,3,3,2,4,4,5,4,5,4,4,5,5,4,5,4,3,5,5,5,3,50,62,46,28,35,61,36,54,39,36,18,18,17,17,19,18,20,Male,White,5,4
94,85,57,5,99,33,87,94,22,20,64,49,1,0,55,2,57,100,2,0,6,6,6,6,6,6,6,6,1,1,7,1,2,2,1,1,4,4,4,4,3,3,3,3,6,6,6,6,4,4,4,4,1,1,1,1,1,1,4,1,8,5,99,89,15,17,20,1,100,89,21,21,21,21,20,21,40,Female,White,7,1
70,91,10,60,51,3,25,95,4,35,50,85,40,50,60,13,50,99,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,68,68,68,98,64,100,3,0,100,100,20,20,20,20,20,20,51,Female,White American,6,1
50,65,91,65,95,50,90,90,10,10,0,35,75,35,90,55,20,100,0,0,4,3,4,4,4,7,7,7,4,4,4,5,4,4,4,6,4,5,5,5,4,3,3,3,4,6,6,6,4,6,6,6,4,5,5,5,4,1,1,1,81,0,100,63,0,64,7,0,100,100,21,21,21,21,21,21,49,female,white,7,4
29,41,52,50,81,30,20,65,3,7,32,17,23,18,34,16,8,47,1,1,7,5,5,6,5,6,5,5,6,6,6,6,5,6,5,5,6,7,7,7,6,7,7,7,7,6,7,6,6,6,6,6,6,6,5,5,5,4,5,5,94,96,84,88,57,84,92,0,100,99,20,16,19,20,20,20,35,female,Asian,3,5
41,91,70,32,55,18,92,100,9,31,50,75,7,40,18,11,89,93,4,3,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,4,7,7,7,7,2,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,89,4,94,94,94,77,14,0,100,100,20,16,20,19,21,20,53,female,Caucasian,7,2
65,90,55,25,55,50,80,90,1,1,25,60,45,35,40,20,85,92,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,32,34,67,87,86,87,0,0,94,91,18,18,19,19,19,19,55,female,Asian,5,5
25,50,40,50,90,70,80,90,10,10,15,40,50,40,50,30,60,80,10,10,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,100,100,100,100,92,91,92,87,100,100,18,16,18,17,17,19,27,Male,Caucasian,1,7
50,47,45,100,49,50,49,49,48,48,51,49,52,52,49,52,51,47,52,52,6,5,6,5,6,6,6,6,5,6,7,6,5,5,5,5,5,6,7,6,6,5,6,5,5,6,7,6,5,6,7,6,5,6,7,6,5,6,5,6,45,46,46,45,46,45,45,45,46,47,20,18,18,19,19,18,28,F,White,7,1
45,54,81,57,63,27,79,100,18,21,59,45,82,62,52,23,81,100,27,9,6,2,2,2,6,1,1,1,3,5,5,1,6,2,3,3,5,3,2,2,6,1,1,1,6,5,5,5,6,6,6,4,6,4,3,1,3,2,2,2,73,71,37,74,67,96,4,3,80,88,19,20,20,20,20,20,32,M,White,2,6
22,66,57,42,51,44,44,52,10,7,56,54,55,40,89,75,50,81,9,10,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,77,99,53,81,44,44,36,41,92,94,19,15,16,15,15,18,28,female,white,2,6
40,30,50,60,40,10,60,50,3,20,20,20,25,30,30,10,40,80,3,20,6,5,6,6,7,7,7,7,5,6,6,6,6,4,4,3,5,6,4,5,5,4,5,5,6,7,6,6,7,4,5,5,6,3,4,6,5,3,4,5,32,56,86,27,37,50,0,0,100,91,21,20,20,20,21,21,35,female,white,6,1
71,85,71,58,90,63,74,92,32,49,0,0,0,5,5,5,5,100,0,0,4,5,5,5,4,5,5,5,3,4,5,5,4,3,5,5,5,6,6,6,5,5,5,5,4,5,5,5,3,5,5,5,4,6,6,6,4,5,6,6,4,0,0,19,29,8,12,100,0,0,21,16,19,15,19,17,28,Female,White,2,6
30,33,25,20,25,10,20,80,1,1,7,20,6,20,37,10,40,95,1,1,7,7,7,7,6,7,7,7,7,7,7,7,5,5,5,5,4,5,5,5,6,7,7,7,6,7,7,7,7,7,7,7,5,6,6,6,4,5,5,5,88,100,92,69,80,72,52,9,100,100,20,16,17,17,16,19,29,Male,White,2,6
30,70,70,36,50,60,89,95,10,10,4,23,10,25,30,10,85,95,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,30,55,3,33,1,87,100,0,0,20,18,19,18,19,19,24,Female,Caucasian,4,4
40,70,50,40,30,15,50,65,5,5,36,70,53,52,55,39,80,95,10,10,5,5,5,5,6,6,6,6,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,2,2,2,2,98,86,89,82,84,84,63,46,97,97,19,16,18,16,17,16,29,Female,White,3,5
60,70,62,29,75,64,80,91,23,23,10,70,10,20,69,40,79,90,0,0,3,3,3,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,6,6,6,6,6,6,6,6,2,2,2,2,0,0,4,54,15,74,5,93,0,0,15,15,15,15,15,17,39,male,white,1,7
18,19,19,70,45,18,48,85,1,1,2,20,19,55,41,4,55,93,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,3,3,3,3,2,2,2,2,99,93,96,6,76,96,58,0,97,97,19,18,18,18,18,18,60,female,white,4,3
10,30,35,30,25,10,30,45,3,3,15,20,20,20,5,3,15,35,3,3,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,63,63,53,63,64,61,40,19,63,63,20,18,20,20,20,20,23,Straight,White,5,5
40,50,40,20,3,20,25,41,2,2,19,35,23,10,0,0,25,49,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,3,3,3,3,7,7,7,7,7,7,7,7,5,5,5,5,3,3,3,3,100,100,100,100,100,100,49,55,100,100,20,15,17,15,15,19,28,Male,White,2,6
52,76,39,31,60,27,80,91,9,9,59,53,23,25,54,60,93,89,4,3,5,4,4,5,6,5,6,6,6,5,5,5,4,4,5,5,5,2,4,5,4,2,4,3,3,1,4,4,6,5,6,6,3,2,4,5,3,2,4,4,53,11,72,90,66,74,27,5,79,75,21,20,21,21,21,21,58,Female BornFemale,Caucasian,6,2
50,50,33,21,29,50,50,50,50,50,42,42,55,89,84,55,54,44,5,27,4,2,2,2,3,2,2,2,4,3,4,4,5,5,5,5,4,3,3,3,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,54,52,34,11,27,54,52,45,52,52,20,16,16,15,16,16,33,Male,White,4,4
85,90,65,80,70,40,100,100,10,10,0,10,10,50,50,35,50,70,0,0,3,1,3,3,6,2,1,4,2,4,4,4,3,1,2,3,5,6,5,5,5,5,4,4,6,4,3,3,4,3,3,2,5,2,2,2,1,1,1,1,83,72,55,63,39,42,28,14,83,100,20,19,19,19,19,19,21,Male,Asian,3,3
40,75,79,66,46,38,91,98,5,3,1,59,1,1,35,1,100,100,1,1,1,1,1,1,6,6,6,6,6,5,4,5,1,1,1,1,5,6,3,6,1,1,1,1,7,7,7,7,6,6,6,6,1,1,1,1,1,1,1,1,100,46,100,86,98,99,1,1,100,99,20,19,18,18,16,20,46,m,w,2,7
30,70,30,40,40,20,80,90,20,20,30,60,40,30,50,50,80,90,50,50,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,20,16,20,18,20,20,31,FEMALE,WHITE,4,4
30,60,50,28,60,26,60,97,20,20,11,49,8,11,55,12,70,98,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,7,7,7,7,6,6,6,6,6,6,6,6,57,57,57,40,47,57,57,0,57,57,20,16,16,16,21,20,60,male,caucasian,2,5
18,30,23,43,52,65,80,85,1,1,29,36,49,49,70,85,98,96,1,1,5,3,5,5,5,4,5,5,6,4,6,5,5,4,5,5,4,4,4,4,5,5,5,5,5,4,5,5,6,5,5,5,5,4,5,5,4,4,4,4,80,80,80,48,47,13,84,50,81,81,15,15,15,15,15,15,54,female,european,1,6
89,3,85,15,1,1,1,1,27,17,93,10,86,77,36,12,48,69,0,0,4,2,4,3,4,3,4,4,3,4,3,4,4,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,4,3,3,3,3,4,4,3,3,4,3,4,84,82,82,80,78,85,86,84,85,94,17,18,18,18,16,18,21,asian,american,2,6
55,86,37,56,80,32,70,78,28,21,1,1,1,30,25,1,1,37,1,1,7,1,7,7,7,1,7,7,7,2,5,7,7,2,6,6,6,6,6,4,4,6,5,6,3,3,4,6,6,4,4,4,7,1,7,5,5,1,4,6,51,73,61,36,51,46,55,14,66,67,20,19,17,18,20,19,29,Male,White,3,4
60,30,41,34,35,35,51,76,7,7,1,15,28,0,19,19,71,100,0,0,7,7,7,7,4,4,5,4,5,4,5,4,4,5,4,4,2,3,2,2,5,4,5,5,6,4,5,5,7,7,7,7,5,4,5,4,4,5,4,4,33,51,18,52,53,51,15,0,100,100,21,21,21,21,21,21,34,Male,white,6,2
28,50,40,23,40,70,40,60,7,25,15,20,35,70,90,83,85,90,2,4,3,5,4,5,2,5,5,6,4,5,4,5,3,4,4,4,5,6,6,7,5,5,5,5,4,5,5,5,5,6,5,5,3,5,4,4,1,5,5,5,51,6,51,72,38,86,26,16,95,86,21,16,19,20,20,21,22,Male,Caucasian,7,1
20,30,40,10,50,30,40,90,10,10,20,20,10,5,50,30,30,90,5,5,2,3,3,3,1,1,3,3,2,2,2,2,3,3,4,4,4,5,5,5,2,2,2,3,1,1,1,1,2,2,2,2,2,3,3,3,1,1,1,1,81,83,81,94,28,37,57,10,94,94,19,17,19,18,18,18,68,M,Asian,3,5
84,79,73,35,18,59,62,44,50,49,74,67,71,19,0,0,51,80,51,17,5,3,3,3,2,1,1,1,5,2,2,2,2,1,1,1,2,3,2,2,2,5,5,5,2,2,2,2,5,6,4,5,5,2,2,2,4,2,2,3,33,80,57,100,69,68,0,0,100,100,18,19,16,15,18,15,30,female,Vietnamese,6,3
70,81,80,15,90,84,70,92,11,8,47,56,67,20,60,33,75,66,5,4,5,5,3,3,5,5,4,4,4,2,1,1,4,2,1,1,6,4,2,2,3,1,1,1,3,2,1,2,5,5,4,4,4,2,1,1,5,3,1,1,46,4,39,93,36,76,12,0,64,100,21,21,21,20,21,21,33,Male ,White,5,3
45,55,40,28,65,40,70,80,12,12,40,65,50,50,76,65,80,85,12,12,5,2,5,5,4,3,5,5,4,4,5,5,4,1,5,5,4,1,6,6,4,3,5,5,4,3,5,5,4,4,5,5,4,4,5,5,4,1,5,5,53,47,53,78,52,52,41,17,51,52,21,17,21,17,21,21,28,Female,White,4,4
15,25,75,25,40,10,80,80,5,1,15,20,60,35,50,25,90,90,1,1,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,3,3,3,3,3,3,2,3,81,5,50,93,26,50,12,20,100,100,20,16,19,19,16,19,29,Male,White,5,3
40,45,25,30,45,20,75,60,10,10,0,0,0,65,20,30,0,65,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,97,97,97,51,47,38,31,20,98,98,16,16,16,16,16,16,38,female,Caucasian,4,4
15,85,65,35,50,25,85,98,0,0,10,40,15,15,85,15,90,100,0,0,7,6,7,7,7,3,6,6,7,6,6,6,5,2,3,3,6,6,5,5,6,2,4,4,7,3,4,4,6,3,2,2,6,1,4,4,6,1,4,4,79,84,77,91,52,88,48,0,100,100,20,21,21,20,18,21,27,FEMALE,WHITE,5,3
81,18,0,29,50,0,68,100,0,0,80,50,40,30,83,35,47,100,0,0,6,7,7,7,5,3,3,3,6,6,6,6,4,3,3,3,4,5,5,5,4,4,4,4,2,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,20,76,57,66,49,48,62,0,100,100,18,21,21,21,18,18,34,maler,asian,4,4
48,58,20,28,38,34,28,72,10,7,0,0,60,11,70,90,11,60,0,0,3,2,5,6,1,1,1,1,4,4,4,4,1,1,1,2,3,2,4,4,3,4,5,5,1,1,1,1,5,3,7,7,3,2,3,3,1,1,1,1,66,92,17,73,40,29,100,16,100,100,19,16,15,15,17,18,21,male,asian,2,5
13,60,50,61,64,6,70,49,2,5,6,47,43,63,57,13,80,87,1,3,6,7,7,7,6,5,5,6,7,7,6,6,6,7,7,7,6,5,6,6,5,6,4,4,4,6,5,3,6,6,6,6,1,1,1,1,2,1,1,1,91,45,91,52,46,90,63,69,100,100,21,21,21,21,21,21,35,male,white,4,4
62,45,54,44,75,42,24,29,62,77,68,39,26,60,40,46,62,52,56,42,6,5,6,6,5,6,5,6,5,6,6,5,5,6,5,5,6,5,5,6,6,6,6,6,7,7,7,7,6,6,6,6,4,4,3,3,3,4,4,3,80,58,75,62,69,62,0,0,100,100,19,19,19,19,20,20,43,male,asian,7,1
30,70,80,60,40,50,40,80,0,0,0,50,50,0,0,50,100,100,0,0,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,6,4,5,5,5,5,5,5,3,3,3,3,5,5,5,5,2,2,2,2,3,3,3,3,87,100,24,87,26,20,39,0,100,100,15,16,16,15,15,17,28,Female,White,2,7
55,75,81,59,39,15,100,100,7,8,0,7,4,0,0,0,11,100,0,0,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,52,100,100,83,86,53,0,100,100,18,19,19,19,18,19,52,male,white,4,4
52,81,62,27,61,50,60,82,21,22,20,21,20,21,20,20,20,20,20,21,4,4,5,5,3,3,3,3,3,3,4,4,3,3,4,4,4,4,5,5,5,5,5,5,4,4,5,6,4,4,5,6,3,3,4,4,3,3,4,4,100,100,100,94,88,100,64,15,93,93,20,17,20,18,18,19,45,female,white,5,3
52,52,31,22,29,30,94,96,7,9,31,40,24,15,24,14,50,90,0,0,2,4,4,4,3,4,3,4,4,4,4,4,1,1,1,1,2,5,5,5,2,3,3,3,7,7,7,7,6,6,6,6,1,1,1,1,1,1,1,1,76,75,90,100,75,91,0,0,100,100,19,19,19,20,19,19,25,male,white,4,4
30,50,25,30,25,20,70,60,40,30,15,25,10,0,10,0,40,85,5,5,5,1,2,1,5,2,1,1,5,3,2,2,5,1,1,1,5,3,2,2,4,2,2,2,2,1,1,1,5,1,1,1,3,1,1,1,4,1,1,1,100,95,91,80,79,74,57,13,98,100,20,20,20,19,18,19,31,Female,White,2,5
50,40,30,30,60,40,40,70,0,0,0,0,0,50,0,50,0,40,0,0,1,1,2,2,3,1,2,2,5,3,3,3,4,6,6,6,2,1,1,1,6,6,6,6,3,2,2,2,3,4,4,3,2,2,3,3,1,1,2,2,100,100,85,17,64,24,43,9,100,100,15,15,15,15,19,15,25,male,white,1,7
23,40,61,49,47,82,75,34,5,6,55,29,61,46,67,68,26,38,5,5,4,3,4,3,3,2,3,2,4,5,2,4,4,2,1,2,3,2,2,3,5,3,5,5,5,3,5,5,6,5,5,6,3,4,2,3,2,2,3,2,13,5,5,17,27,23,48,22,0,0,21,20,21,20,20,20,19,Male,White,2,5
60,64,57,67,69,65,67,24,71,74,64,66,62,70,53,22,48,46,29,47,5,4,3,3,5,4,3,3,4,5,5,5,5,6,5,4,3,4,5,4,6,4,3,5,5,3,2,3,3,2,2,2,5,6,6,6,6,5,5,5,59,16,68,63,60,75,20,34,69,78,19,19,20,20,18,19,25,Female,Asian,2,6
32,12,61,34,36,26,59,100,0,2,18,9,27,100,92,86,93,100,3,4,2,2,2,2,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,74,52,51,52,19,51,0,0,100,100,18,16,16,16,15,16,26,male,asian-american,4,4
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,5,4,2,3,2,1,3,2,4,1,3,6,4,3,2,4,4,4,4,5,2,3,4,1,1,1,1,5,4,3,6,4,3,1,2,1,1,1,1,50,43,60,61,57,54,44,55,44,49,16,16,18,15,16,16,19,female,white,1,7
30,32,31,39,65,58,75,80,18,19,20,30,15,30,60,65,70,87,10,10,6,6,6,6,7,6,6,7,7,5,7,7,7,6,7,7,7,6,7,7,7,5,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,5,7,7,80,59,75,80,66,77,37,2,80,81,19,16,20,19,20,20,29,Female,Caucasian,5,3
35,30,49,40,50,15,40,60,15,15,5,5,20,5,70,30,70,70,5,3,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,97,98,90,97,89,89,51,2,98,98,18,19,19,18,19,21,32,Male,White,4,1
35,1,5,75,5,5,0,30,0,0,50,0,2,100,45,50,2,95,0,0,3,6,6,7,1,1,1,1,1,2,2,2,4,4,5,5,4,5,6,6,4,4,4,4,4,4,4,4,1,5,6,6,1,1,7,7,1,1,7,7,36,100,87,0,48,65,100,2,100,100,18,18,18,18,18,18,23,female,white and hispanic,2,6
28,23,20,24,31,33,50,63,44,22,75,31,21,22,26,49,76,80,11,8,5,5,5,5,3,4,4,4,4,3,3,3,3,3,3,2,4,4,3,3,3,4,4,5,6,5,5,5,6,6,6,6,3,2,2,2,2,2,2,2,38,12,21,4,28,36,40,79,7,9,20,20,20,20,20,20,21,transgender woman,african american,1,7
50,68,55,42,38,32,72,63,36,37,24,65,32,17,17,30,81,84,11,10,3,6,4,4,4,6,5,5,3,4,4,4,3,4,4,5,4,6,4,5,3,6,4,5,3,5,4,4,3,5,4,4,5,6,6,6,3,4,3,3,54,47,53,42,39,71,48,43,56,54,16,18,17,16,17,19,26,male,Korean,3,4
36,54,51,32,63,40,54,89,5,10,31,43,76,43,39,42,39,100,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,22,8,15,17,0,100,0,0,20,16,19,18,20,19,20,female,white,1,7
25,55,35,62,35,15,34,35,2,3,0,4,2,26,10,0,3,4,0,0,3,3,3,3,4,4,4,4,5,5,5,5,3,3,3,3,3,4,3,4,2,3,2,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,75,63,73,41,75,73,72,77,76,81,21,17,21,17,17,21,28,male,Iranian,5,3
49,48,45,68,49,60,93,89,1,1,63,41,2,19,9,19,100,100,2,2,1,3,5,5,7,3,5,5,6,1,4,4,5,6,6,6,7,4,6,6,4,3,4,4,5,3,5,5,5,6,6,6,3,6,4,4,3,2,4,4,89,77,37,29,29,47,43,17,100,100,20,16,20,17,18,19,21,Male,Asian,4,5
63,64,95,33,75,78,86,85,23,25,8,43,68,32,25,10,86,88,2,2,6,5,5,5,7,7,7,7,6,5,5,4,7,5,4,4,5,5,5,4,5,5,4,4,6,6,5,4,6,5,5,4,5,7,5,4,5,6,5,4,100,100,100,100,100,100,100,100,100,100,20,20,21,18,19,19,38,Female,White,6,3
30,30,50,45,25,10,60,92,5,5,0,0,25,0,15,0,0,70,0,0,2,1,2,2,2,1,5,4,3,5,4,5,3,2,3,4,4,5,6,6,2,2,5,5,4,4,3,3,4,5,5,4,2,4,3,2,1,1,1,1,96,99,19,84,66,52,36,7,99,97,20,17,19,18,18,21,23,Male,Caucasian,2,6
30,81,61,41,81,34,63,92,8,6,43,70,25,35,87,15,78,92,21,21,6,5,5,5,6,5,5,5,6,5,5,6,5,4,4,5,6,6,5,5,6,6,5,6,5,6,5,5,5,5,6,5,6,6,5,5,5,4,5,5,86,37,33,29,14,40,75,1,100,100,20,17,17,17,20,19,56,Male,European American,3,6
36,21,20,97,26,6,14,7,9,19,60,24,20,65,42,87,77,35,32,25,4,3,4,4,3,4,1,3,7,7,7,6,6,3,5,5,5,5,3,5,5,4,7,6,3,3,5,5,5,3,4,5,5,2,5,5,4,3,6,5,100,19,18,96,27,40,28,31,53,39,21,16,19,19,19,20,25,male,latino,5,3
31,65,61,30,51,17,88,85,23,22,31,50,42,28,52,8,83,87,10,9,5,5,5,5,6,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,3,4,4,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,92,83,68,88,55,73,31,3,83,84,20,16,18,18,20,18,36,Female,White,2,6
35,25,90,44,45,15,70,60,5,25,20,18,45,75,15,31,65,85,8,5,6,1,1,1,6,1,1,1,6,1,1,1,6,5,5,5,5,1,1,1,6,1,1,1,4,1,1,1,6,1,1,1,6,1,1,1,5,1,1,1,100,100,2,65,58,24,74,5,100,100,19,17,17,17,17,17,31,female,white,1,7
79,76,79,70,81,64,62,88,55,55,37,50,27,28,27,16,15,67,6,5,5,2,3,3,5,1,1,2,5,5,5,5,5,2,3,3,5,2,2,2,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,1,1,1,89,89,90,77,78,31,76,17,91,92,16,15,15,15,15,16,43,female,white,1,7
